"5";"PcAtendimento";"TPageControl";"pnlPrincipal";"0";"0";"0";"1898";"";"";"";
"41";"";"TScrollBar";"DBAdvMemo8";"0";"0";"0";"121";"";"";"";
"40";"DBCheckBox131";"TDBCheckBox";"ScrollBox6";"10";"10";"-27";"143";"Parou de fumar";"DsHabitos";"BO_PAROU_FUMAR";
"41";"PhiDBEdit76";"TDBEdit";"ScrollBox6";"161";"161";"-36";"674";"";"DsHabitos";"DS_PAROU_FUMAR";
"13";"TabParto";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Parto";"";"";
"14";"ScrollBox3";"TScrollBox";"TabParto";"0";"0";"0";"1890";"";"";"";
"15";"Label52";"TLabel";"ScrollBox3";"10";"10";"253";"155";"Observação dos filhos";"";"";
"16";"lbFilho";"TLabel";"ScrollBox3";"133";"133";"-43";"42";"Nome";"";"";
"17";"Label61";"TLabel";"ScrollBox3";"11";"11";"355";"169";"Observação (4000 char)";"";"";
"18";"Label88";"TLabel";"ScrollBox3";"14";"14";"-350";"35";"peso";"";"";
"19";"Label92";"TLabel";"ScrollBox3";"336";"336";"-350";"38";"altura";"";"";
"20";"Label94";"TLabel";"ScrollBox3";"10";"10";"39";"123";"grade de vivência";"";"";
"21";"Label95";"TLabel";"ScrollBox3";"10";"10";"142";"127";"grade de lealdade";"";"";
"22";"DBCheckBox172";"TDBCheckBox";"ScrollBox3";"10";"10";"-431";"120";"normal";"DsParto";"NORMAL";
"23";"DBCheckBox173";"TDBCheckBox";"ScrollBox3";"228";"228";"-431";"120";"residência";"DsParto";"NORMAL_RESIDENCIA";
"24";"DBCheckBox174";"TDBCheckBox";"ScrollBox3";"452";"452";"-431";"120";"hospital";"DsParto";"NORMAL_HOSPITAL";
"25";"DBCheckBox175";"TDBCheckBox";"ScrollBox3";"228";"228";"-395";"120";"cesário";"DsParto";"NORMAL_CESARIO";
"26";"DBCheckBox176";"TDBCheckBox";"ScrollBox3";"452";"452";"-395";"120";"fórceps";"DsParto";"NORMAL_FORCEPS";
"27";"DBCheckBox177";"TDBCheckBox";"ScrollBox3";"10";"10";"-298";"204";"alterações na gestação";"DsParto";"ALTERGESTACAO";
"28";"DBCheckBox182";"TDBCheckBox";"ScrollBox3";"10";"10";"-116";"151";"choro excessivo";"DsParto";"CHOROEXCESSIVO";
"29";"DBCheckBox183";"TDBCheckBox";"ScrollBox3";"228";"228";"-116";"120";"RGE";"DsParto";"CHOROEXCESSIVO_RGE";
"30";"DBCheckBox184";"TDBCheckBox";"ScrollBox3";"452";"452";"-116";"120";"cólicas";"DsParto";"CHOROEXCESSIVO_COLICA";
"31";"DBCheckBox185";"TDBCheckBox";"ScrollBox3";"228";"228";"-79";"120";"dormia pouco";"DsParto";"CHOROEXCESSIVO_DORMIAPOUCO";
"32";"DBCheckBox186";"TDBCheckBox";"ScrollBox3";"452";"452";"-79";"120";"dormia muito";"DsParto";"CHOROEXCESSIVO_DORMIAMUITO";
"33";"cbFilho";"TDBCheckBox";"ScrollBox3";"8";"8";"-42";"74";"Filho(s)";"DsParto";"FILHO";
"34";"DBCheckBox9";"TDBCheckBox";"ScrollBox3";"10";"10";"-207";"202";"Intercorrencias no parto";"DsParto";"INTERCORRENCIAPARTO";
"35";"PhiDBEdit25";"TDBEdit";"ScrollBox3";"185";"185";"-51";"655";"";"DsParto";"V_NOME_FILHO";
"36";"DBMemo3";"TDBMemo";"ScrollBox3";"224";"224";"-299";"616";"";"DsParto";"ALTERGESTACAO_OBS";
"37";"DBMemo4";"TDBMemo";"ScrollBox3";"226";"226";"-208";"616";"";"DsParto";"INTERCORRENCIAPARTO_OBS";
"38";"DBMemo5";"TDBMemo";"ScrollBox3";"5";"5";"277";"837";"";"DsParto";"FILHO_OBS";
"39";"DBAdvMemo5";"TDBAdvMemo";"ScrollBox3";"5";"5";"382";"839";"";"DsParto";"DS_OBS";
"40";"";"TScrollBar";"DBAdvMemo5";"838";"838";"0";"16";"";"";"";
"41";"";"TScrollBar";"DBAdvMemo5";"0";"0";"0";"121";"";"";"";
"40";"PhiDBEdit106";"TDBEdit";"ScrollBox3";"82";"82";"-358";"214";"";"DsParto";"PESO";
"41";"PhiDBEdit107";"TDBEdit";"ScrollBox3";"404";"404";"-358";"214";"";"DsParto";"PESO_ALTURA";
"42";"DBMemo13";"TDBMemo";"ScrollBox3";"5";"5";"63";"837";"";"DsParto";"DS_GRADE_VIVENCIA";
"43";"DBMemo14";"TDBMemo";"ScrollBox3";"5";"5";"166";"837";"";"DsParto";"DS_GRADE_LEALDADE";
"44";"GroupBox4";"TGroupBox";"ScrollBox3";"9";"9";"-15";"813";" lateralidade ";"";"";
"45";"DBCheckBox221";"TDBCheckBox";"GroupBox4";"170";"170";"20";"74";"direito";"DsParto";"BO_DIREITA";
"46";"DBCheckBox222";"TDBCheckBox";"GroupBox4";"316";"316";"20";"105";"esquerdo";"DsParto";"BO_ESQUERDA";
"14";"TabAntecedentesFamiliares";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Antecedentes Familiares";"";"";
"15";"ScrollBox1";"TScrollBox";"TabAntecedentesFamiliares";"0";"0";"0";"1890";"";"";"";
"16";"Label68";"TLabel";"ScrollBox1";"5";"5";"376";"169";"Observação (4000 char)";"";"";
"17";"Label17";"TLabel";"ScrollBox1";"10";"10";"271";"46";"Outros";"";"";
"18";"Label93";"TLabel";"ScrollBox1";"10";"10";"149";"151";"alterações vasculares";"";"";
"19";"DBAdvMemo9";"TDBAdvMemo";"ScrollBox1";"5";"5";"408";"839";"";"DsAntecedentes";"DS_OBS";
"20";"";"TScrollBar";"DBAdvMemo9";"838";"838";"0";"16";"";"";"";
"21";"";"TScrollBar";"DBAdvMemo9";"0";"0";"0";"121";"";"";"";
"20";"DBCheckBox161";"TDBCheckBox";"ScrollBox1";"10";"10";"20";"120";"Diabetes";"DsAntecedentes";"DIABETE";
"21";"DBCheckBox165";"TDBCheckBox";"ScrollBox1";"210";"210";"20";"80";"Paterno";"DsAntecedentes";"DIABETE_PATERNO";
"22";"DBCheckBox168";"TDBCheckBox";"ScrollBox1";"360";"360";"20";"80";"Materno";"DsAntecedentes";"DIABETE_MATERNO";
"23";"DBCheckBox180";"TDBCheckBox";"ScrollBox1";"10";"10";"51";"63";"CA";"DsAntecedentes";"CA";
"24";"DBCheckBox181";"TDBCheckBox";"ScrollBox1";"210";"210";"51";"80";"Paterno";"DsAntecedentes";"CA_PATERNO";
"25";"DBCheckBox188";"TDBCheckBox";"ScrollBox1";"360";"360";"51";"80";"Materno";"DsAntecedentes";"CA_MATERNO";
"26";"DBCheckBox191";"TDBCheckBox";"ScrollBox1";"10";"10";"83";"153";"Hipercolestemia";"DsAntecedentes";"HIPERCOLESTEMIA";
"27";"DBCheckBox178";"TDBCheckBox";"ScrollBox1";"210";"210";"115";"80";"Paterno";"DsAntecedentes";"CARDIOPATIA_PATERNO";
"28";"PhiDBEdit108";"TDBEdit";"ScrollBox1";"450";"450";"11";"415";"";"DsAntecedentes";"DIABETE_OBS";
"29";"DBCheckBox192";"TDBCheckBox";"ScrollBox1";"210";"210";"83";"80";"Paterno";"DsAntecedentes";"HIPERCOLESTEMIA_PATERNO";
"30";"PhiDBEdit111";"TDBEdit";"ScrollBox1";"450";"450";"74";"415";"";"DsAntecedentes";"HIPERCOLESTEMIA_OBS";
"31";"DBCheckBox179";"TDBCheckBox";"ScrollBox1";"360";"360";"115";"80";"Materno";"DsAntecedentes";"CARDIOPATIA_MATERNO";
"32";"DBCheckBox193";"TDBCheckBox";"ScrollBox1";"360";"360";"83";"80";"Materno";"DsAntecedentes";"HIPERCOLESTEMIA_MATERNO";
"33";"DBCheckBox48";"TDBCheckBox";"ScrollBox1";"10";"10";"115";"120";"Cardiopatia";"DsAntecedentes";"CARDIOPATIA";
"34";"DBMemo12";"TDBMemo";"ScrollBox1";"11";"11";"295";"831";"";"DsAntecedentes";"OUTROS";
"35";"PhiDBEdit109";"TDBEdit";"ScrollBox1";"450";"450";"42";"415";"";"DsAntecedentes";"CA_OBS";
"36";"PhiDBEdit112";"TDBEdit";"ScrollBox1";"450";"450";"106";"415";"";"DsAntecedentes";"CARDIOPATIA_OBS";
"37";"DBMemo15";"TDBMemo";"ScrollBox1";"11";"11";"173";"831";"";"DsAntecedentes";"DS_ALT_VASCULARES";
"15";"tabExames";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Exames de Imagens";"";"";
"16";"sbExames";"TScrollBox";"tabExames";"0";"0";"0";"937";"";"";"";
"17";"LbExamelData";"TLabel";"sbExames";"10";"10";"90";"34";"Data";"";"";
"18";"LblExameTipo";"TLabel";"sbExames";"140";"140";"90";"30";"Tipo";"";"";
"19";"LblExameLaudo";"TLabel";"sbExames";"10";"10";"130";"44";"Laudo";"";"";
"20";"DBGrid1";"TDBGrid";"sbExames";"10";"10";"-30";"860";"";"DsExames";"";
"21";"DbExameData";"TDBEdit";"sbExames";"10";"10";"105";"121";"";"DsExames";"D_CADASTRO";
"22";"DbExameTipo";"TDBEdit";"sbExames";"140";"140";"105";"121";"";"DsExames";"V_TIPO";
"23";"DbExameLaudo";"TDBMemo";"sbExames";"10";"10";"145";"460";"";"DsExames";"V_LAUDO";
"24";"GbFoto";"TGroupBox";"sbExames";"485";"485";"80";"360";"Foto";"";"";
"25";"imgAtual";"TImage";"GbFoto";"5";"5";"13";"170";"";"";"";
"26";"Bt_InserirFoto";"TBitBtn";"GbFoto";"183";"183";"13";"80";"Inserir";"";"";
"27";"Bt_RemoverFoto";"TBitBtn";"GbFoto";"183";"183";"38";"80";"Remover";"";"";
"28";"Bt_FotoAnterior";"TBitBtn";"GbFoto";"183";"183";"63";"35";"";"";"";
"29";"Bt_FotoPosterior";"TBitBtn";"GbFoto";"229";"229";"63";"35";"";"";"";
"30";"Bt_VisualizarFoto";"TBitBtn";"GbFoto";"184";"184";"88";"80";"Ampliar";"";"";
"31";"DBMemo2";"TDBMemo";"GbFoto";"5";"5";"146";"350";"";"DsExamesFoto";"V_DESCRICAO";
"25";"Bt_InserirImagem";"TBitBtn";"sbExames";"8";"8";"248";"75";"Inserir";"";"";
"26";"Bt_AlterarImagem";"TBitBtn";"sbExames";"88";"88";"248";"75";"Alterar";"";"";
"27";"Bt_SalvarImagem";"TBitBtn";"sbExames";"168";"168";"248";"75";"Salvar";"";"";
"28";"Bt_CancelarImagem";"TBitBtn";"sbExames";"248";"248";"248";"75";"Cancelar";"";"";
"29";"Bt_RemoverImagem";"TBitBtn";"sbExames";"328";"328";"248";"75";"Remover";"";"";
"16";"TabSheet1";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Diagnóstico osteopático";"";"";
"17";"mmObservacao";"TDBMemo";"TabSheet1";"6";"6";"88";"753";"";"dsDiagnosticoOsteopatico";"V_OBSERVACAO";
"18";"GroupBox5";"TGroupBox";"TabSheet1";"0";"0";"0";"937";"Disfunção Principal";"";"";
"19";"tke_DisfPrinc";"TdxDBTokenEdit";"GroupBox5";"2";"2";"20";"933";"";"";"";
"20";"";"TdxTokenEditInnerEdit";"tke_DisfPrinc";"0";"0";"0";"0";"";"";"";
"17";"xpTabSheet2";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Evolução Fisioterápica";"";"";
"18";"Panel1";"TPanel";"xpTabSheet2";"0";"0";"239";"937";"";"";"";
"19";"Bt_RemoverEvolucao";"TBitBtn";"Panel1";"389";"389";"6";"92";"Remover";"";"";
"20";"Bt_CancelarEvolucao";"TBitBtn";"Panel1";"292";"292";"6";"92";"Cancelar";"";"";
"21";"Bt_SalvarEvolucao";"TBitBtn";"Panel1";"195";"195";"6";"92";"Salvar";"";"";
"22";"Bt_AlterarEvolucao";"TBitBtn";"Panel1";"98";"98";"6";"92";"Alterar";"";"";
"23";"Bt_InserirEvolucao";"TBitBtn";"Panel1";"0";"0";"6";"92";"Inserir";"";"";
"19";"DBGrid2";"TDBGrid";"xpTabSheet2";"0";"0";"0";"876";"";"DsEvolucao";"";
"20";"DBMemo1";"TDBMemo";"xpTabSheet2";"0";"0";"121";"874";"";"DsEvolucao";"V_OBSERVACAO";
"21";"Button1";"TButton";"xpTabSheet2";"882";"882";"3";"75";"Recibo";"";"";
"18";"TabCranio";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Crânio";"";"";
"19";"SbCranio";"TScrollBox";"TabCranio";"0";"0";"0";"1890";"";"";"";
"20";"Label1";"TLabel";"SbCranio";"131";"131";"16";"38";"Local";"";"";
"21";"Label2";"TLabel";"SbCranio";"49";"49";"47";"30";"Tipo";"";"";
"22";"Label3";"TLabel";"SbCranio";"727";"727";"16";"47";"Tempo";"";"";
"23";"Label4";"TLabel";"SbCranio";"34";"34";"169";"30";"Tipo";"";"";
"24";"Label5";"TLabel";"SbCranio";"61";"61";"757";"30";"Tipo";"";"";
"25";"Label6";"TLabel";"SbCranio";"227";"227";"727";"44";"tempo";"";"";
"26";"Label7";"TLabel";"SbCranio";"47";"47";"845";"44";"época";"";"";
"27";"Label8";"TLabel";"SbCranio";"39";"39";"879";"52";"cirurgia";"";"";
"28";"Label9";"TLabel";"SbCranio";"145";"145";"1254";"44";"época";"";"";
"29";"Label10";"TLabel";"SbCranio";"39";"39";"1284";"26";"tipo";"";"";
"30";"Label11";"TLabel";"SbCranio";"26";"26";"1570";"26";"tipo";"";"";
"31";"Label15";"TLabel";"SbCranio";"5";"5";"1596";"169";"Observação (4000 char)";"";"";
"32";"DBCheckBox1";"TDBCheckBox";"SbCranio";"6";"6";"17";"105";"Cefaléias";"DsCranio";"CEFALEIA";
"33";"DBCheckBox2";"TDBCheckBox";"SbCranio";"6";"6";"73";"115";"Enxaqueca";"DsCranio";"ENXAQUECA";
"34";"DBCheckBox3";"TDBCheckBox";"SbCranio";"6";"6";"105";"92";"Náuseas";"DsCranio";"NAUSEA";
"35";"DBCheckBox4";"TDBCheckBox";"SbCranio";"106";"106";"138";"173";"Dores Retrorbitárias";"DsCranio";"DORRETRORB";
"36";"DBCheckBox5";"TDBCheckBox";"SbCranio";"6";"6";"200";"81";"Miopia";"DsCranio";"MIOPIA";
"37";"DBCheckBox6";"TDBCheckBox";"SbCranio";"6";"6";"274";"73";"Renite";"DsCranio";"RENITE";
"38";"DBCheckBox7";"TDBCheckBox";"SbCranio";"6";"6";"385";"89";"Zumbidos";"DsCranio";"ZUMBIDO";
"39";"DBCheckBox8";"TDBCheckBox";"SbCranio";"6";"6";"537";"163";"Disfunções de ATM";"DsCranio";"DISFATM";
"40";"PhiDBEdit1";"TDBEdit";"SbCranio";"184";"184";"8";"524";"";"DsCranio";"CEFALEIA_LOCAL";
"41";"PhiDBEdit2";"TDBEdit";"SbCranio";"94";"94";"39";"750";"";"DsCranio";"CEFALEIA_TIPO";
"42";"PhiDBEdit3";"TDBEdit";"SbCranio";"789";"789";"8";"56";"";"DsCranio";"CEFALEIA_TEMPO";
"43";"DBCheckBox10";"TDBCheckBox";"SbCranio";"106";"106";"415";"79";"Tinidos";"DsCranio";"ZUMBIDO_TINIDO";
"44";"DBCheckBox11";"TDBCheckBox";"SbCranio";"20";"20";"304";"83";"Sinusites";"DsCranio";"RENITE_SINUSITE";
"45";"DBCheckBox12";"TDBCheckBox";"SbCranio";"106";"106";"200";"129";"Astigmatismo";"DsCranio";"MIOPIA_ASTIGMATISMO";
"46";"DBCheckBox13";"TDBCheckBox";"SbCranio";"308";"308";"138";"154";"Congestão Ocular";"DsCranio";"DORRET_CONGESTAOOCULAR";
"47";"DBCheckBox14";"TDBCheckBox";"SbCranio";"184";"184";"105";"96";"Vômitos";"DsCranio";"NAUSEA_VOMITO";
"48";"DBCheckBox15";"TDBCheckBox";"SbCranio";"184";"184";"73";"111";"Estocomos";"DsCranio";"ENXAQUECA_ESTOCOMO";
"49";"DBCheckBox16";"TDBCheckBox";"SbCranio";"364";"364";"73";"84";"Auras";"DsCranio";"ENXAQUECA_AURA";
"50";"DBCheckBox17";"TDBCheckBox";"SbCranio";"363";"363";"107";"93";"Tonturas";"DsCranio";"NAUSEA_TONTURA";
"51";"DBCheckBox18";"TDBCheckBox";"SbCranio";"476";"476";"138";"174";"Patologias Oculares";"DsCranio";"DORRE_PATOLOGIAOCULAR";
"52";"DBCheckBox19";"TDBCheckBox";"SbCranio";"308";"308";"200";"134";"Hipermetropia";"DsCranio";"MIOPIA_HIPERMETROPIA";
"53";"DBCheckBox20";"TDBCheckBox";"SbCranio";"24";"24";"336";"145";"Alergias Nasais";"DsCranio";"RENITE_ALERGIANASAL";
"54";"DBCheckBox21";"TDBCheckBox";"SbCranio";"106";"106";"445";"195";"Tamponamento Auditivo";"DsCranio";"ZUMBIDO_TAMPOAUDI";
"55";"DBCheckBox22";"TDBCheckBox";"SbCranio";"28";"28";"567";"185";"Alterações de oclusão";"DsCranio";"DISFATM_ALTEROCLUSAO";
"56";"DBCheckBox24";"TDBCheckBox";"SbCranio";"106";"106";"474";"81";"Surdez";"DsCranio";"ZUMBIDO_SURDEZ";
"57";"DBCheckBox25";"TDBCheckBox";"SbCranio";"226";"226";"334";"180";"Tamponamento Nasal";"DsCranio";"RENITE_TAMPONAMENTONASAL";
"58";"DBCheckBox26";"TDBCheckBox";"SbCranio";"476";"476";"200";"108";"Presbiopia";"DsCranio";"MIOPIA_PRESBIOPIA";
"59";"DBCheckBox28";"TDBCheckBox";"SbCranio";"544";"544";"105";"98";"Síncopes";"DsCranio";"NAUSEA_SINCOPE";
"60";"DBCheckBox29";"TDBCheckBox";"SbCranio";"544";"544";"73";"97";"Fotofobia";"DsCranio";"ENXAQUECA_FOTOFOBIA";
"61";"DBCheckBox30";"TDBCheckBox";"SbCranio";"750";"750";"73";"95";"Fonofobia";"DsCranio";"ENXAQUECA_FONOFOBIA";
"62";"DBCheckBox31";"TDBCheckBox";"SbCranio";"751";"751";"105";"94";"Desmaios";"DsCranio";"NAUSEA_DESMAIO";
"63";"DBCheckBox33";"TDBCheckBox";"SbCranio";"33";"33";"232";"94";"Grau Olho";"DsCranio";"MIOPIA_GRAU_OLHOD";
"64";"DBCheckBox34";"TDBCheckBox";"SbCranio";"446";"446";"334";"139";"Desvio de Septo";"DsCranio";"RENITE_DESVIODESEPTO";
"65";"PhiDBEdit4";"TDBEdit";"SbCranio";"69";"69";"161";"775";"";"DsCranio";"DORRE_PATOLOGIAOCULAR_OBS";
"66";"PhiDBEdit5";"TDBEdit";"SbCranio";"132";"132";"223";"710";"";"DsCranio";"MIOPIA_GRAU_OLHOE";
"67";"DBCheckBox27";"TDBCheckBox";"SbCranio";"674";"674";"334";"157";"Respirador Bucal";"DsCranio";"RENITE_RESPIRADORBUCAL";
"68";"PhiDBEdit6";"TDBEdit";"SbCranio";"106";"106";"376";"739";"";"DsCranio";"ZUMBIDO_OBS";
"69";"PhiDBEdit7";"TDBEdit";"SbCranio";"186";"186";"406";"659";"";"DsCranio";"ZUMBIDO_TINIDO_OBS";
"70";"PhiDBEdit8";"TDBEdit";"SbCranio";"307";"307";"436";"538";"";"DsCranio";"ZUMBIDO_TAMPOAUDI_OBS";
"71";"PhiDBEdit9";"TDBEdit";"SbCranio";"186";"186";"465";"659";"";"DsCranio";"ZUMBIDO_SURDEZ_OBS";
"72";"DBCheckBox32";"TDBCheckBox";"SbCranio";"6";"6";"629";"104";"Bruxismo";"DsCranio";"BRUXISMO";
"73";"DBCheckBox35";"TDBCheckBox";"SbCranio";"203";"203";"629";"168";"apertamento dental";"DsCranio";"BRUXISMO_APERTDENTAL";
"74";"DBCheckBox37";"TDBCheckBox";"SbCranio";"430";"430";"629";"192";"falta de elemento dental";"DsCranio";"BRUXISMO_FALTAELEMDENTAL";
"75";"DBCheckBox40";"TDBCheckBox";"SbCranio";"6";"6";"728";"181";"Uso de órtese dentária";"DsCranio";"USOORTESEDENTARIA";
"76";"DBCheckBox45";"TDBCheckBox";"SbCranio";"6";"6";"810";"119";"Amigdalites";"DsCranio";"AMIGDALITE";
"77";"DBCheckBox46";"TDBCheckBox";"SbCranio";"203";"203";"810";"102";"adenóides";"DsCranio";"AMIGD_ADENOIDE";
"78";"DBCheckBox50";"TDBCheckBox";"SbCranio";"6";"6";"945";"128";"ronquidão";"DsCranio";"RONQUIDAO";
"79";"DBCheckBox51";"TDBCheckBox";"SbCranio";"200";"200";"945";"141";"rouquidão";"DsCranio";"RONQUIDAO_ROUQUIDAO";
"80";"DBCheckBox52";"TDBCheckBox";"SbCranio";"411";"411";"945";"153";"apnéia do sono";"DsCranio";"RONQUIDAO_APNEIASONO";
"81";"DBCheckBox53";"TDBCheckBox";"SbCranio";"732";"732";"945";"99";"sonolência";"DsCranio";"RONQUIDAO_SONOLENCIA";
"82";"PhiDBEdit10";"TDBEdit";"SbCranio";"172";"172";"528";"673";"";"DsCranio";"DISFATM_OBS";
"83";"PhiDBEdit11";"TDBEdit";"SbCranio";"213";"213";"558";"631";"";"DsCranio";"DISFATM_ALTEROCLUSAO_OBS";
"84";"PhiDBEdit12";"TDBEdit";"SbCranio";"56";"56";"653";"788";"";"DsCranio";"BRUXISMO_FALTAELEMDENTAL_OBS";
"85";"PhiDBEdit13";"TDBEdit";"SbCranio";"99";"99";"749";"746";"";"DsCranio";"USOORTESEDENTARIA_TIPO";
"86";"PhiDBEdit14";"TDBEdit";"SbCranio";"278";"278";"719";"566";"";"DsCranio";"USOORTESEDENTARIA_TEMPO";
"87";"PhiDBEdit15";"TDBEdit";"SbCranio";"99";"99";"837";"745";"";"DsCranio";"AMIGD_ADENOIDE_EPOCA";
"88";"PhiDBEdit16";"TDBEdit";"SbCranio";"100";"100";"871";"745";"";"DsCranio";"AMIGD_ADENOIDE_CIRURGIA";
"89";"DBCheckBox23";"TDBCheckBox";"SbCranio";"6";"6";"977";"199";"congestões cranianas";"DsCranio";"CONGESTAOCRANIANA";
"90";"DBCheckBox36";"TDBCheckBox";"SbCranio";"411";"411";"977";"100";"dispnéias";"DsCranio";"CONGESTAOCRANIANA_DISPNEIA";
"91";"DBCheckBox41";"TDBCheckBox";"SbCranio";"6";"6";"1255";"91";"meningite";"DsCranio";"MENINGITE";
"92";"DBCheckBox60";"TDBCheckBox";"SbCranio";"6";"6";"1360";"247";"Epistaxe";"DsCranio";"SANGRANASALFREQUENTE";
"93";"DBCheckBox61";"TDBCheckBox";"SbCranio";"270";"270";"1360";"109";"depressão";"DsCranio";"SANGR_DEPRESSAO";
"94";"DBCheckBox62";"TDBCheckBox";"SbCranio";"411";"411";"1360";"98";"ansiedade";"DsCranio";"SANGR_ANSIEDADE";
"95";"DBCheckBox65";"TDBCheckBox";"SbCranio";"6";"6";"1541";"165";"cirurgias cranianas";"DsCranio";"CIRURGIACRANIANA";
"96";"DBCheckBox70";"TDBCheckBox";"SbCranio";"6";"6";"912";"193";"Alterações da tireóide";"DsCranio";"ALTERACAOTIREOIDE";
"97";"PhiDBEdit17";"TDBEdit";"SbCranio";"200";"200";"1246";"632";"";"DsCranio";"MENINGITE_EPOCA";
"98";"PhiDBEdit18";"TDBEdit";"SbCranio";"84";"84";"1276";"750";"";"DsCranio";"MENINGITE_TIPO";
"99";"PhiDBEdit19";"TDBEdit";"SbCranio";"70";"70";"1562";"772";"";"DsCranio";"CIRURGIACRANIANA_TIPO";
"100";"PhiDBEdit20";"TDBEdit";"SbCranio";"190";"190";"905";"655";"";"DsCranio";"ALTERACAOTIREOIDE_OBS";
"101";"PhiDBEdit110";"TDBEdit";"SbCranio";"106";"106";"265";"739";"";"DsCranio";"RENITE_OBS";
"102";"PhiDBEdit113";"TDBEdit";"SbCranio";"112";"112";"295";"732";"";"DsCranio";"SINUSITE_OBS";
"103";"DBCheckBox189";"TDBCheckBox";"SbCranio";"554";"554";"1360";"160";"Transtorno Bipolar";"DsCranio";"TRANSTORNOBIPOLAR";
"104";"DBCheckBox190";"TDBCheckBox";"SbCranio";"732";"732";"1360";"100";"Ciclomidia";"DsCranio";"CICLOMIDIA";
"105";"DBCheckBox194";"TDBCheckBox";"SbCranio";"6";"6";"1392";"169";"Sindrome do Pânico";"DsCranio";"SINDROMEDOPANICO";
"106";"DBCheckBox195";"TDBCheckBox";"SbCranio";"270";"270";"1392";"128";"Esquizofrenia";"DsCranio";"ESQUIZOFRENIA";
"107";"DBCheckBox197";"TDBCheckBox";"SbCranio";"411";"411";"1392";"100";"Alzehmier";"DsCranio";"ALZEHMIER";
"108";"DBCheckBox198";"TDBCheckBox";"SbCranio";"554";"554";"1392";"100";"Mania";"DsCranio";"MANIA";
"109";"DBCheckBox207";"TDBCheckBox";"SbCranio";"732";"732";"1392";"113";"Irritabilidade";"DsCranio";"IRRITABILIDADE";
"110";"DBCheckBox208";"TDBCheckBox";"SbCranio";"6";"6";"1460";"299";"Transtornos Psiquiátricos/Psicológicos";"DsCranio";"TRANSPSIQUIATPSICOL";
"111";"PhiDBEdit121";"TDBEdit";"SbCranio";"58";"58";"1481";"786";"";"DsCranio";"TRANSPSIQUIATPSICOL_OBS";
"112";"DBCheckBox43";"TDBCheckBox";"SbCranio";"6";"6";"138";"94";"Labirintite";"DsCranio";"IND_LABIRINTITE";
"113";"DBAdvMemo1";"TDBAdvMemo";"SbCranio";"5";"5";"1617";"839";"";"DsCranio";"DS_OBS";
"114";"";"TScrollBar";"DBAdvMemo1";"838";"838";"0";"16";"";"";"";
"115";"";"TScrollBar";"DBAdvMemo1";"0";"0";"0";"121";"";"";"";
"114";"PhiDBEdit26";"TDBEdit";"SbCranio";"213";"213";"1057";"619";"";"DsCranio";"DS_DOR_BASE_CRAN";
"115";"PhiDBEdit27";"TDBEdit";"SbCranio";"213";"213";"1094";"619";"";"DsCranio";"DS_INSONIA";
"116";"PhiDBEdit41";"TDBEdit";"SbCranio";"213";"213";"1132";"619";"";"DsCranio";"DS_DIMINUI_MEMO";
"117";"PhiDBEdit64";"TDBEdit";"SbCranio";"213";"213";"1170";"619";"";"DsCranio";"DS_DIMINUI_CONCENT";
"118";"DBCheckBox187";"TDBCheckBox";"SbCranio";"8";"8";"1066";"199";"dores na base do crânio";"DsCranio";"BO_DOR_BASE_CRAN";
"119";"DBCheckBox196";"TDBCheckBox";"SbCranio";"8";"8";"1103";"189";"insônia";"DsCranio";"BO_INSONIA";
"120";"DBCheckBox209";"TDBCheckBox";"SbCranio";"8";"8";"1141";"189";"diminuição da memória";"DsCranio";"BO_DIMINUI_MEMO";
"121";"DBCheckBox213";"TDBCheckBox";"SbCranio";"5";"5";"1179";"189";"diminuição da concentração";"DsCranio";"BO_DIMINUI_CONCENT";
"122";"DBCheckBox214";"TDBCheckBox";"SbCranio";"105";"105";"505";"179";"Alteração do ouvido";"DsCranio";"BO_ALT_OUVIDO";
"123";"PhiDBEdit81";"TDBEdit";"SbCranio";"290";"290";"496";"554";"";"DsCranio";"DS_ALT_OUVIDO";
"124";"DBCheckBox215";"TDBCheckBox";"SbCranio";"8";"8";"1036";"199";"Trauma sobre a Face";"DsCranio";"BO_TRAUMA_FACE";
"125";"PhiDBEdit83";"TDBEdit";"SbCranio";"213";"213";"1027";"619";"";"DsCranio";"DS_TRAUMA_FACE";
"126";"DBCheckBox226";"TDBCheckBox";"SbCranio";"372";"372";"810";"161";"Faringite/Laringite";"DsCranio";"AMIGD_FARINGITE";
"19";"TabPacimente";"TTabSheet";"PcAtendimento";"4";"4";"61";"1890";"Paciente";"";"";
"20";"LblEmail";"TLabel";"TabPacimente";"406";"406";"95";"40";"Email";"";"";
"21";"LblContato";"TLabel";"TabPacimente";"177";"177";"45";"36";"Sexo";"";"";
"22";"LblEndereco";"TLabel";"TabPacimente";"10";"10";"145";"81";"Logradouro";"";"";
"23";"LblBairro";"TLabel";"TabPacimente";"10";"10";"195";"43";"Bairro";"";"";
